"","DL","SE"
"1",0.0264950559165985,0.0283383556023954
"2",0.0264950559165985,0.0283383556023954
"3",0.0264950559165985,0.0283383556023954
"4",0.0264950559165985,0.0283383556023954
"5",0.0299208070515242,0.0302321319362793
"6",0.0299208070515242,0.0302321319362793
"7",0.0299208070515242,0.0302321319362793
"8",0.028623757189959,0.0295269376920039
"9",0.028623757189959,0.0295269376920039
"10",0.028623757189959,0.0295269376920039
"11",0.028623757189959,0.0295269376920039
"12",0.028623757189959,0.0295269376920039
"13",0.0279139468783734,0.0291349331909514
"14",0.0279139468783734,0.0291349331909514
"15",0.0279139468783734,0.0291349331909514
"16",0.0279139468783734,0.0291349331909514
"17",0.0293887405225395,0.0299444579383169
"18",0.0270320849626687,0.0286419860519526
"19",0.0270320849626687,0.0286419860519526
"20",0.033354062010636,0.0320368891709793
"21",0.033354062010636,0.0320368891709793
"22",0.0330762177548022,0.0318939315130989
"23",0.0330803872228033,0.0318960640652705
"24",0.0580971753413823,0.0431877090499703
"25",0.0618434276296687,0.0446720270888065
"26",0.0573253965522529,0.0428766606716157
"27",0.0573253965522529,0.0428766606716157
"28",0.0573253965522529,0.0428766606716157
"29",0.0573253965522529,0.0428766606716157
"30",0.0589285701742106,0.0435209203195432
"31",0.0589285701742106,0.0435209203195432
"32",0.0589285701742106,0.0435209203195432
"33",0.0563660727026255,0.0424873098874952
"34",0.0610645969067325,0.0443666678587134
"35",0.0610645969067325,0.0443666678587134
"36",0.0563660727026255,0.0424873098874952
"37",0.0596498315145094,0.0438079894030623
"38",0.0626823812101205,0.0449985818383602
"39",0.0626823812101205,0.0449985818383602
"40",0.0612621271767571,0.0444444377323641
"41",0.0612621271767571,0.0444444377323641
"42",0.0600964605958496,0.0439851356760066
"43",0.0370816581420579,0.0339068085776325
"44",0.0600964605958496,0.0439851356760066
"45",0.0357297635215789,0.0332385872227188
"46",0.0579121094934137,0.0431133158041831
"47",0.0368181537052345,0.0337774406324885
"48",0.0648040199329664,0.0458157945887887
"49",0.0648040199329664,0.0458157945887887
"50",0.0617122806102379,0.0446207287477945
"51",0.0654911210369537,0.0460778221792233
"52",0.0652868569509548,0.0460001211563465
"53",0.0377818930554783,0.0342487747945215
"54",0.0667251362527336,0.0465454116810417
"55",0.0645016854824985,0.0457003213269513
"56",0.0661326075245346,0.0463213843910232
"57",0.0645062202345,0.0457021016657239
"58",0.0635256242942441,0.0453250420509633
"59",0.0661371594213262,0.0463230617344772
"60",0.0947958771913154,0.0562302484964567
"61",0.0932769429372451,0.0557469509505734
"62",0.0672689776424579,0.04674969957511
"63",0.095573886284357,0.056476619116917
"64",0.0384532462250446,0.0345739768998669
"65",0.0914099844183315,0.0551471262551067
"66",0.0994341900949663,0.0576821942986417
"67",0.0939105674057484,0.055949158379905
"68",0.0970632774535085,0.0569448436146954
"69",0.0719407107224875,0.0484772712684939
"70",0.0719407107224875,0.0484772712684939
"71",0.0970632774535085,0.0569448436146954
"72",0.0988061449779084,0.0574874107037532
"73",0.0960196598834936,0.0566168150173149
"74",0.101126061982611,0.0582025817791203
"75",0.0995897832238488,0.0577301536420637
"76",0.0977971659870215,0.0571735280838184
"77",0.0689032644590764,0.0473604444010893
"78",0.0962699300368243,0.05669555883094
"79",0.100074892790877,0.0578794018858103
"80",0.100074892790877,0.0578794018858103
"81",0.0713458095194538,0.0482600795865162
"82",0.0713782856961024,0.0482721136911852
"83",0.095433186191332,0.05643187376213
"84",0.0984821508955512,0.0573869368478158
"85",0.0977012824259014,0.0571439216584724
"86",0.0746323156784843,0.0494481632464427
"87",0.0746323156784843,0.0494481632464427
"88",0.0994841463340353,0.0576972860354027
"89",0.102555135443906,0.0586380316634534
"90",0.069615696895395,0.0476242205794933
"91",0.101015025731692,0.0581677648701101
"92",0.0984360095210194,0.0573724227290904
"93",0.0746130352435829,0.0494410235739993
"94",0.0746176736736943,0.0494423653816672
"95",0.0997550422144802,0.0577806313568907
"96",0.0982224663708663,0.0573056990514307
"97",0.0973779258893827,0.0570434214321
"98",0.131578319084386,0.0668217463989936
"99",0.097809074542876,0.0571775953033974
"100",0.105925715001345,0.0596525356538372
"101",0.107256938531769,0.0600485936619848
"102",0.105925715001345,0.0596525356538372
"103",0.100029375781595,0.0578649412021536
"104",0.100029375781595,0.0578649412021536
"105",0.107261877527142,0.0600499398985535
"106",0.129083915016918,0.0661650679132745
"107",0.101387790834664,0.0582819841676754
"108",0.103094163398038,0.0588016736693392
"109",0.126159148871085,0.0653837819738512
"110",0.104885879714404,0.0593411775788637
"111",0.103143971390688,0.0588164868123954
"112",0.101572663014759,0.0583388617473336
"113",0.133357202723883,0.0672851126904141
"114",0.103903803782129,0.0590455203033697
"115",0.102247264008438,0.0585445984919237
"116",0.103130459145266,0.0588122404379775
"117",0.107446859573997,0.0601043458365392
"118",0.105667575502495,0.0595756688291774
"119",0.127104716438875,0.0656367317688178
"120",0.127104716438875,0.0656367317688178
"121",0.127104716438875,0.0656367317688178
"122",0.127104716438875,0.0656367317688178
"123",0.104119238511908,0.059110625930121
"124",0.100031527282811,0.0578657156068841
"125",0.0739998411820099,0.0492213221600647
"126",0.131366128226235,0.0667661648236178
"127",0.106941634686635,0.0599545815112056
"128",0.105286288304902,0.0594617172988193
"129",0.135828205449612,0.0679226989406187
"130",0.134493640096679,0.0675793675303203
"131",0.134493640096679,0.0675793675303203
"132",0.104115552588962,0.0591099838963686
"133",0.101230227213583,0.0582336898727323
"134",0.0763075518655894,0.050043686886049
"135",0.136149800679945,0.0680048129606179
"136",0.134759506558037,0.0676482772015108
"137",0.106599751647045,0.059853199895803
"138",0.131989156741996,0.0669293326003604
"139",0.0795960447223228,0.0511950374189813
"140",0.108833493497771,0.0605131736206832
"141",0.103473925360929,0.0589162242862893
"142",0.133639669191498,0.06735855343088
"143",0.137108576899907,0.0682502708464351
"144",0.135716491613375,0.0678940500764641
"145",0.104610118600734,0.0592584821317687
"146",0.137939758280644,0.0684611840902368
"147",0.132534117305121,0.067071314574735
"148",0.132534117305121,0.067071314574735
"149",0.0809845276051685,0.0516739641177933
"150",0.137113735391016,0.0682508355866833
"151",0.101145243427233,0.0582077484025282
"152",0.138398764918466,0.068577185211524
"153",0.111036895193473,0.0611572414151287
"154",0.137505411498566,0.0683517250498658
"155",0.137505411498566,0.0683517250498658
"156",0.106306108250304,0.0597655989086236
"157",0.111188971509825,0.0612009682376769
"158",0.131652940910283,0.0668412327697173
"159",0.108508845649097,0.0604185330648756
"160",0.10302322773527,0.0587799258689277
"161",0.139027745170947,0.0687374375156439
"162",0.107649243226038,0.0601641217195793
"163",0.10709268560694,0.0599996138284398
"164",0.133493336210141,0.0673209900354326
"165",0.136394065989005,0.0680681698669391
"166",0.142065242178445,0.069497541159383
"167",0.135941431358669,0.0679526381657237
"168",0.139424176151878,0.0688368819170148
"169",0.136167593812267,0.0680094223910634
"170",0.139990179796561,0.0689785517886764
"171",0.137021374148124,0.0682272695997674
"172",0.166345149677527,0.0751959812436004
"173",0.142052609440564,0.0694948581271247
"174",0.111894668578671,0.0614055886237237
"175",0.108806816179287,0.0605054994404721
"176",0.140387109932939,0.0690791942688685
"177",0.140418522666005,0.0690862220709029
"178",0.139075795311058,0.0687489786790378
"179",0.110711072189485,0.0610623824487413
"180",0.144092384630447,0.0699990085825686
"181",0.13875654854941,0.0686680247987083
"182",0.137448046642984,0.0683362725814187
"183",0.112171404374472,0.0614857422553427
"184",0.141107744947154,0.069258780989973
"185",0.142965976926261,0.0697219240168487
"186",0.141362028595295,0.0693229000656921
"187",0.144757144019543,0.070163785370414
"188",0.138238042700625,0.0685361174691715
"189",0.144097584827518,0.0700002271434033
"190",0.165655781470444,0.0750438752997506
"191",0.113379946036591,0.0618334479377232
"192",0.143856416791154,0.0699412001445948
"193",0.142187059353581,0.0695282691185391
"194",0.170124491508062,0.0760256031394046
"195",0.110921147037679,0.0611235442851125
"196",0.110058141780414,0.0608719777944272
"197",0.134458243651876,0.067570460353416
"198",0.13924109207195,0.0687905750531063
"199",0.13924109207195,0.0687905750531063
"200",0.144771883360989,0.0701662398081868
"201",0.112501682153252,0.0615813465635575
